Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	38	8.983451536639999	0.000123532895873	NM_006015, NM_005334, NM_006460, NM_001130823, NM_005526, NM_001429, NM_002616, NM_001964, NM_006079, NM_002040, NM_003070, NM_015898, NM_004380, NM_003920, NM_001987, NM_004774, NM_003651, NM_005612, NM_001282748, NM_001123385, NM_014943, NM_001033561, NM_153813, NM_014795, NM_001005291, NM_001007026, NM_006312, NM_001288724, NM_031923, NM_014703, NM_001318833, NM_001300946, NM_001145358, NM_022817, NM_001273, NM_001128844, NM_006378, NM_001973	388	357	7039	1.9310548961900003	0.203625073381	0.203625073381	0.210156765629
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	42	9.92907801418	0.0005537889080200001	NM_003204, NM_001185009, NM_001421, NM_022769, NM_001330331, NM_005093, NM_001318202, NM_005334, NM_016457, NM_005253, NM_005526, NM_002586, NM_139199, NM_001429, NM_022465, NM_002616, NM_002093, NM_001964, NM_006079, NM_002040, NM_003070, NM_005955, NM_004380, NM_004229, NM_001318240, NM_001987, NM_004774, NM_001256732, NM_005120, NM_001278669, NM_005612, NM_014795, NM_001005291, NM_001288724, NM_001204, NM_020746, NM_032711, NM_015062, NM_005920, NM_001145358, NM_001080424, NM_001128844	388	441	7039	1.72778595974	0.639735094479	0.399779285995	0.938876451553
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	75	17.730496453900003	0.000817157094642	NM_194278, NM_022769, NM_181846, NM_005093, NM_006015, NM_001305456, NM_012204, NM_152735, NM_001130823, NM_005253, NM_001085458, NM_001320755, NM_002586, NM_005338, NM_001286379, NM_003070, NM_014712, NM_015898, NM_001271840, NM_017620, NM_001289067, NM_017520, NM_003920, NM_003651, NM_012256, NM_003685, NM_001282748, NM_014943, NM_153042, NM_001007026, NM_019589, NM_002714, NM_004831, NM_032408, NM_014703, NM_005920, NM_001273, NM_001286072, NM_002613, NM_018019, NM_001320731, NM_001185009, NM_006460, NM_018372, NM_005526, NM_005078, NM_139199, NM_001286790, NM_002616, NM_022465, NM_006079, NM_018237, NM_020807, NM_001949, NM_012231, NM_005612, NM_017588, NM_015015, NM_001123385, NM_001033561, NM_153813, NM_020714, NM_014795, NM_006312, NM_020781, NM_032711, NM_015062, NM_001300946, NM_001145358, NM_022817, NM_152293, NM_001128844, NM_001316978, NM_017550, NM_001973	388	947	7039	1.4367808271399998	0.778345671295	0.39480954136999996	1.38246553705
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	9	2.12765957447	0.0014952330789	NM_002332, NM_016224, NM_000876, NM_005451, NM_013437, NM_015136, NM_014045, NM_001256864, NM_001005361	388	41	7039	3.98233593161	0.936567367273	0.498145082257	2.51595564505
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	25	5.91016548463	0.0019961134433299998	NM_194278, NM_001001396, NM_003204, NM_018019, NM_001305456, NM_006015, NM_001323964, NM_005253, NM_139199, NM_032999, NM_003070, NM_005955, NM_022841, NM_004229, NM_005481, NM_012256, NM_001005291, NM_004831, NM_001288724, NM_032711, NM_001289125, NM_152293, NM_001273, NM_001128844, NM_001330211	388	232	7039	1.9549302346200002	0.974840347467	0.521214567846	3.3453535812800004
GOTERM_BP_DIRECT	GO:0030518~intracellular steroid hormone receptor signaling pathway	5	1.18203309693	0.00217925223815	NM_005120, NM_004229, NM_005481, NM_004774, NM_001330211	388	11	7039	8.24625117151	0.9820603974359999	0.48835491928	3.64694774318
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	27	6.3829787234	0.00223972291169	NM_001185009, NM_001421, NM_003204, NM_001330331, NM_006015, NM_001306210, NM_001316332, NM_001005361, NM_006079, NM_001964, NM_003070, NM_004380, NM_005481, NM_004229, NM_017620, NM_001949, NM_001318240, NM_004774, NM_004423, NM_005120, NM_001278669, NM_005612, NM_033637, NM_020781, NM_006549, NM_001128844, NM_001330211	388	261	7039	1.8767330252400003	0.983956296547	0.44586581041	3.7463365563599997
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	13	3.07328605201	0.0024379968239	NM_003162, NM_004423, NM_130847, NM_001282748, NM_015028, NM_001039469, NM_005078, NM_001085458, NM_002661, NM_033637, NM_006717, NM_019884, NM_002093	388	86	7039	2.74235794773	0.988876711473	0.430125596906	4.07154047824
GOTERM_BP_DIRECT	GO:0016477~cell migration	11	2.60047281324	0.0046167682861199995	NM_002613, NM_022130, NM_001014831, NM_004383, NM_001135638, NM_001143979, NM_001282925, NM_001318253, NM_002525, NM_001731, NM_002093	388	70	7039	2.85084683358	0.9998022300299999	0.6123299406139999	7.57764212822
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	7	1.6548463356999998	0.00511546553582	NM_001876, NM_001005291, NM_022817, NM_001429, NM_002616, NM_003920, NM_002093	388	30	7039	4.2330756013699995	0.999921467604	0.611398131416	8.36300687091
-	-	-	-	-	-	-	-	-	-	-	-	-
GOTERM_CC_DIRECT	GO:0016592~mediator complex	8	1.89125295508	0.00113222512136	NM_005120, NM_004831, NM_018019, NM_001305456, NM_004229, NM_005481, NM_004774, NM_001330211	401	31	7347	4.72817955112	0.340909812435	0.340909812435	1.54882593532
GOTERM_CC_DIRECT	GO:0001725~stress fiber	7	1.6548463356999998	0.0033954628338000005	NM_001270520, NM_001322882, NM_005451, NM_001164317, NM_001318202, NM_001256012, NM_001080779	401	28	7347	4.58042394015	0.7139694066140001	0.465181719286	4.57835562831
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	15	3.54609929078	0.0034179625331599997	NM_002332, NM_003162, NM_004162, NM_001066, NM_005334, NM_001206999, NM_014284, NM_002093, NM_032999, NM_018425, NM_001204, NM_020761, NM_001256012, NM_001113511, NM_024544	401	114	7347	2.4107494421799998	0.716335959483	0.34294544822899997	4.60803448026
GOTERM_CC_DIRECT	GO:0005768~endosome	15	3.54609929078	0.00544401964077	NM_002332, NM_016224, NM_022130, NM_030918, NM_000487, NM_018425, NM_004162, NM_000876, NM_001318088, NM_001127899, NM_052875, NM_004869, NM_001306210, NM_001005361, NM_016526	401	120	7347	2.29021197007	0.865860150887	0.394813190929	7.245741232239999
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	25	5.91016548463	0.006254910334720001	NM_002613, NM_058004, NM_001324122, NM_005451, NM_006029, NM_001085454, NM_001164317, NM_001135638, NM_006289, NM_001005361, NM_182643, NM_001291860, NM_002205, NM_001165928, NM_001113511, NM_002332, NM_001620, NM_005085, NM_201380, NM_001145031, NM_001164116, NM_001014831, NM_000876, NM_002835, NM_022648	401	256	7347	1.78922810162	0.9006430106290001	0.369856175185	8.282349947330001
GOTERM_CC_DIRECT	GO:0030027~lamellipodium	11	2.60047281324	0.010163653267700001	NM_001165928, NM_130847, NM_001324122, NM_015103, NM_001322882, NM_001135638, NM_001256012, NM_001282925, NM_001085458, NM_001113511, NM_001005361	401	79	7347	2.5511221945099996	0.976701384772	0.465573048807	13.1301095921
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	6	1.4184397163100002	0.0245792672137	NM_003162, NM_130847, NM_003651, NM_004819, NM_001306210, NM_004817	401	31	7347	3.5461346633399997	0.9998946463670001	0.7297242546439999	29.029263597399996
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	23	5.43735224586	0.0277589203061	NM_002332, NM_001001396, NM_001066, NM_015103, NM_013437, NM_004429, NM_020533, NM_001330125, NM_201649, NM_001127899, NM_174953, NM_001277961, NM_001270623, NM_018425, NM_004996, NM_001204, NM_000876, NM_014339, NM_001289125, NM_001099786, NM_015136, NM_006378, NM_012434	401	262	7347	1.60839313929	0.999968317465	0.7260934040260001	32.1514029281
GOTERM_CC_DIRECT	GO:0000790~nuclear chromatin	14	3.30969267139	0.0335391828898	NM_004423, NM_006312, NM_001278669, NM_006079, NM_002040, NM_003070, NM_001318833, NM_006015, NM_004380, NM_015100, NM_001273, NM_001128844, NM_003920, NM_005732	401	136	7347	1.88605691653	0.9999964697579999	0.752143395196	37.503184020300004
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	73	17.2576832151	0.0363558646515	NM_001270520, NM_001001396, NM_001066, NM_004162, NM_001135638, NM_001164317, NM_020533, NM_001330125, NM_016457, NM_006289, NM_001085458, NM_001206999, NM_001291860, NM_002093, NM_002205, NM_001165928, NM_198565, NM_001318088, NM_001099786, NM_001256012, NM_006532, NM_017520, NM_004581, NM_022130, NM_001620, NM_004429, NM_001130020, NM_014943, NM_001039469, NM_033017, NM_001270623, NM_001145031, NM_001047160, NM_020210, NM_004937, NM_001289125, NM_014203, NM_006378, NM_001080779, NM_002613, NM_058004, NM_015205, NM_015103, NM_005028, NM_001306210, NM_001005361, NM_024807, NM_001277961, NM_020428, NM_014339, NM_004383, NM_001281439, NM_001206938, NM_032548, NM_015136, NM_001113511, NM_002661, NM_139015, NM_015638, NM_012434, NM_002332, NM_016224, NM_003363, NM_201649, NM_201380, NM_080546, NM_004996, NM_001204, NM_014143, NM_173470, NM_004819, NM_002835, NM_004817	401	1082	7347	1.2361218027	0.999998794022	0.744062500685	39.9666726989
-	-	-	-	-	-	-	-	-	-	-	-	-
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	39	9.21985815603	0.000295175398416	NM_194278, NM_001185009, NM_003204, NM_181846, NM_005093, NM_005334, NM_001313959, NM_005253, NM_005526, NM_001320755, NM_002586, NM_139199, NM_022465, NM_032999, NM_001964, NM_006079, NM_002040, NM_005955, NM_004380, NM_001271840, NM_022841, NM_001949, NM_012231, NM_001987, NM_001278669, NM_003651, NM_005612, NM_014943, NM_006887, NM_020714, NM_001005291, NM_001288724, NM_032711, NM_001300946, NM_005920, NM_001145358, NM_152293, NM_005641, NM_001973	392	386	7107	1.8317978745900003	0.147863609669	0.147863609669	0.42902397619099997
GOTERM_MF_DIRECT	GO:0003712~transcription cofactor activity	11	2.60047281324	0.00037940294536300005	NM_005120, NM_003204, NM_012256, NM_004380, NM_004229, NM_005481, NM_001429, NM_001973, NM_001731, NM_004774, NM_001330211	392	51	7107	3.9104141656699998	0.18590272347	0.09772660654899999	0.551130137985
GOTERM_MF_DIRECT	GO:0001104~RNA polymerase II transcription cofactor activity	8	1.89125295508	0.000785156639839	NM_005120, NM_004831, NM_018019, NM_015062, NM_001305456, NM_004229, NM_004774, NM_001330211	392	29	7107	5.00140745954	0.34670209890799997	0.13229835465700002	1.13740677176
GOTERM_MF_DIRECT	GO:0003713~transcription coactivator activity	21	4.96453900709	0.0008582653074430001	NM_005120, NM_001185009, NM_001305456, NM_006015, NM_005334, NM_001429, NM_004831, NM_006079, NM_001288724, NM_002040, NM_005955, NM_018237, NM_003070, NM_004380, NM_022817, NM_005481, NM_004229, NM_152293, NM_001128844, NM_001318240, NM_004774	392	168	7107	2.2662627551	0.37210324868699995	0.109831834133	1.24269918759
