Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006413~translational initiation	29	7.05596107056	2.3661376004e-12	NM_003754, NM_003753, NM_001260506, NM_001021, NM_032025, NM_001034996, NM_000969, NM_001017, NM_001019, NM_006360, NM_001142285, NM_001282958, NM_001568, NM_001330200, NM_000986, NM_001415, NM_001303625, NM_001004, NM_001008, NM_001317782, NM_001028, NM_000999, NM_000978, NM_001025, NM_001024, NM_139242, NM_001316311, NM_000990, NM_000997	364	115	7039	4.8765169613	3.15402104434e-09	3.15402104434e-09	3.87523346745e-09
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	34	8.27250608273	1.61552666554e-10	NM_001282328, NM_001260506, NM_001021, NM_001034996, NM_000969, NM_001017, NM_001019, NM_024805, NM_001320309, NM_001142285, NM_001330200, NM_000986, NM_001436, NM_015703, NM_001303625, NM_018285, NM_001004, NM_006392, NM_004704, NM_001008, NM_024100, NM_001317782, NM_001028, NM_000999, NM_000978, NM_001025, NM_001024, NM_006649, NM_001316311, NM_000990, NM_006993, NM_006627, NM_015201, NM_000997	364	183	7039	3.59283612562	2.15349672761e-07	1.07674842154e-07	2.64592370236e-07
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	32	7.78588807786	1.62926671833e-10	NM_001260506, NM_003705, NM_213611, NM_032477, NM_001021, NM_001034996, NM_000387, NM_000969, NM_001017, NM_001099645, NM_001019, NM_021134, NM_001160210, NM_001142285, NM_001330200, NM_030780, NM_000986, NM_001300900, NM_001303625, NM_018285, NM_001004, NM_001008, NM_001317782, NM_000999, NM_000978, NM_001025, NM_031902, NM_001024, NM_001316311, NM_001321972, NM_000990, NM_000997	376	160	7107	3.78031914894	7.82047996362e-08	7.82047996362e-08	2.33274233263e-07
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	24	5.83941605839	9.67845354115e-10	NM_001260506, NM_001021, NM_001303625, NM_001004, NM_001034996, NM_001008, NM_001317782, NM_000969, NM_001017, NM_001019, NM_001028, NM_018149, NM_000999, NM_000978, NM_001025, NM_001024, NM_001316311, NM_000990, NM_001142285, NM_001568, NM_001330200, NM_001319292, NM_000997, NM_000986	364	101	7039	4.59514742683	1.29013703254e-06	4.30045862476e-07	1.58514563697e-06
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	21	5.10948905109	1.33010424855e-09	NM_001260506, NM_001021, NM_001303625, NM_001004, NM_001034996, NM_001008, NM_001317782, NM_000969, NM_001017, NM_001019, NM_001028, NM_000999, NM_000978, NM_001025, NM_001024, NM_001316311, NM_000990, NM_001142285, NM_001330200, NM_000997, NM_000986	364	78	7039	5.20636094675	1.77302739324e-06	4.4325714299e-07	2.17845642636e-06
GOTERM_CC_DIRECT	GO:0005840~ribosome	28	6.81265206813	2.25418323806e-09	NM_194326, NM_001260506, NM_001021, NM_001034996, NM_000969, NM_001017, NM_001099645, NM_001019, NM_021134, NM_172251, NM_001142285, NM_018352, NM_001330200, NM_000986, NM_001300900, NM_001303625, NM_001004, NM_001008, NM_001317782, NM_001028, NM_000999, NM_000978, NM_001025, NM_001024, NM_001316311, NM_001321972, NM_000990, NM_000997	384	140	7347	3.8265625	7.46134389606e-07	7.46134389606e-07	3.05740738282e-06
GOTERM_BP_DIRECT	GO:0006412~translation	32	7.78588807786	3.87324003163e-09	NM_001260506, NM_003705, NM_213611, NM_032477, NM_001021, NM_001034996, NM_000387, NM_000969, NM_001017, NM_001099645, NM_001019, NM_021134, NM_001160210, NM_001142285, NM_001330200, NM_030780, NM_000986, NM_001303625, NM_001004, NM_001008, NM_001317782, NM_001028, NM_000999, NM_000978, NM_001025, NM_031902, NM_001930, NM_001024, NM_001321972, NM_001316311, NM_000990, NM_000997	364	185	7039	3.34493614494	5.16301568421e-06	1.0326052694e-06	6.34362646856e-06
KEGG_PATHWAY	hsa03010:Ribosome	25	6.08272506083	5.94131049327e-09	NM_001260506, NM_001021, NM_001303625, NM_001004, NM_001034996, NM_001008, NM_001317782, NM_000969, NM_001017, NM_001099645, NM_001019, NM_001028, NM_000999, NM_000978, NM_001025, NM_021134, NM_031902, NM_001024, NM_001321972, NM_001316311, NM_000990, NM_001142285, NM_001330200, NM_000997, NM_000986	174	114	3107	3.91586005243	9.44667917113e-07	9.44667917113e-07	7.16637699183e-06
GOTERM_BP_DIRECT	GO:0019083~viral transcription	22	5.35279805353	7.64585494405e-09	NM_001260506, NM_001021, NM_001303625, NM_001004, NM_001034996, NM_001008, NM_001317782, NM_000969, NM_001017, NM_001019, NM_001028, NM_000999, NM_000978, NM_001025, NM_001024, NM_001316311, NM_000990, NM_007342, NM_001142285, NM_001330200, NM_000997, NM_000986	364	94	7039	4.52589431845	1.01918727488e-05	1.69865267163e-06	1.25224477898e-05
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	14	3.40632603406	2.14437169688e-06	NM_001303625, NM_001004, NM_001034996, NM_006753, NM_001317782, NM_000969, NM_001099645, NM_000999, NM_000978, NM_001316311, NM_000990, NM_000997, NM_001330200, NM_000986	384	53	7347	5.0539504717	0.000709535952924	0.000354830928956	0.00290842793772
