Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	43	4.9710982659	9.15026362012e-21	NM_033251, NM_001253384, NM_001146227, NM_007104, NM_022551, NM_001016, NM_000989, NM_001025071, NM_033625, NM_001012, NM_000967, NM_001015, NM_001321018, NM_000968, NM_053275, NM_001321485, NM_000980, NM_000984, NM_001009, NM_001024921, NM_001321702, NM_001003, NM_001007074, NM_002952, NM_001320141, NM_001007, NM_001304288, NM_002954, NM_000998, NM_001315530, NM_015414, NM_001098577, NM_000979, NM_001308226, NM_001011, NM_000976, NM_001010, NM_000992, NM_001997, NM_000975, NM_000972, NM_007209, NM_012423	778	78	7039	4.98775624547	2.1292663444e-17	2.1292663444e-17	1.60103545517e-17
GOTERM_BP_DIRECT	GO:0006413~translational initiation	51	5.89595375723	2.96854070555e-19	NM_001300821, NM_001253384, NM_007104, NM_001016, NM_000989, NM_001025071, NM_001012, NM_001015, NM_001321018, NM_053275, NM_001321485, NM_000980, NM_000984, NM_001024921, NM_001321702, NM_001320141, NM_002952, NM_002954, NM_000998, NM_001315530, NM_001098577, NM_015414, NM_001308226, NM_001997, NM_000992, NM_007209, NM_003755, NM_033251, NM_001037283, NM_001146227, NM_022551, NM_033625, NM_000967, NM_000968, NM_003908, NM_003907, NM_001009, NM_001003, NM_001007074, NM_001416, NM_001007, NM_001304288, NM_016091, NM_000979, NM_001011, NM_000976, NM_001122665, NM_001010, NM_000975, NM_000972, NM_012423	778	115	7039	4.01239521627	6.90779422182e-16	3.45389711091e-16	5.19410053853e-16
GOTERM_BP_DIRECT	GO:0019083~viral transcription	44	5.08670520231	9.70645669379e-18	NM_033251, NM_001253384, NM_001146227, NM_007104, NM_022551, NM_018087, NM_001016, NM_000989, NM_001025071, NM_033625, NM_001012, NM_000967, NM_001015, NM_001321018, NM_000968, NM_053275, NM_001321485, NM_000980, NM_000984, NM_001009, NM_001024921, NM_001321702, NM_001003, NM_001007074, NM_002952, NM_001320141, NM_001007, NM_001304288, NM_002954, NM_000998, NM_001315530, NM_015414, NM_001098577, NM_000979, NM_001308226, NM_001011, NM_000976, NM_001010, NM_000992, NM_001997, NM_000975, NM_000972, NM_007209, NM_012423	778	94	7039	4.23502707433	2.25869247265e-14	7.52897490882e-15	1.69835339789e-14
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	45	5.20231213873	3.95988570592e-17	NM_033251, NM_001253384, NM_001142397, NM_001146227, NM_007104, NM_022551, NM_001016, NM_000989, NM_001025071, NM_033625, NM_001012, NM_000967, NM_001015, NM_001321018, NM_000968, NM_053275, NM_001321485, NM_000980, NM_000984, NM_001009, NM_001024921, NM_001321702, NM_001003, NM_017761, NM_001007074, NM_002952, NM_001320141, NM_001007, NM_001304288, NM_002954, NM_000998, NM_001315530, NM_015414, NM_001098577, NM_000979, NM_001308226, NM_000976, NM_001011, NM_001010, NM_000992, NM_001997, NM_000975, NM_000972, NM_007209, NM_012423	778	101	7039	4.03109012701	9.21465403769e-14	2.30366350942e-14	6.9286718687e-14
KEGG_PATHWAY	hsa03010:Ribosome	45	5.20231213873	2.83847072262e-16	NM_033251, NM_001253384, NM_001146227, NM_170739, NM_007104, NM_022551, NM_001016, NM_000989, NM_001025071, NM_033625, NM_001012, NM_000967, NM_001015, NM_001321018, NM_000968, NM_053275, NM_001321485, NM_000980, NM_021107, NM_000984, NM_001009, NM_001024921, NM_001321702, NM_001003, NM_001007074, NM_002952, NM_001320141, NM_001007, NM_001304288, NM_002954, NM_000998, NM_001315530, NM_015414, NM_001098577, NM_000979, NM_001308226, NM_000976, NM_001011, NM_001010, NM_000992, NM_001997, NM_000975, NM_000972, NM_007209, NM_012423	323	114	3107	3.79705067623	6.99440505514e-14	6.99440505514e-14	4.21884749358e-13
GOTERM_BP_DIRECT	GO:0006412~translation	59	6.82080924855	3.02282707152e-14	NM_001253384, NM_007104, NM_001016, NM_001025071, NM_000989, NM_001012, NM_001015, NM_001321018, NM_053275, NM_001029991, NM_001321485, NM_181462, NM_021107, NM_000980, NM_000984, NM_001024921, NM_001321702, NM_014252, NM_001320141, NM_002952, NM_002954, NM_001040436, NM_017838, NM_000998, NM_016955, NM_001315530, NM_001098577, NM_015414, NM_001308226, NM_001324315, NM_001997, NM_000992, NM_007209, NM_003952, NM_031212, NM_033251, NM_024026, NM_006620, NM_001146227, NM_001113203, NM_170739, NM_022551, NM_033625, NM_001135653, NM_000967, NM_000968, NM_001009, NM_001003, NM_001007074, NM_001007, NM_001304288, NM_000979, NM_001011, NM_001346339, NM_000976, NM_001010, NM_000975, NM_000972, NM_012423	778	185	7039	2.88543736539	7.02709002098e-11	1.40542022464e-11	5.28355137419e-11
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	28	3.23699421965	5.42095709473e-13	NM_033251, NM_001253384, NM_007104, NM_000989, NM_033625, NM_000967, NM_001321018, NM_000968, NM_001282568, NM_053275, NM_000980, NM_000984, NM_001024921, NM_001003, NM_001007074, NM_001320141, NM_017838, NM_000998, NM_001315530, NM_001098577, NM_015414, NM_000979, NM_000976, NM_000992, NM_000975, NM_000972, NM_007209, NM_012423	811	53	7347	4.78598515692	2.43954856316e-10	2.43954856316e-10	7.69107000309e-10
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	50	5.78034682081	1.01383532098e-11	NM_001253384, NM_007104, NM_001016, NM_000989, NM_001025071, NM_001012, NM_001015, NM_001321018, NM_053275, NM_181462, NM_001321485, NM_021107, NM_000980, NM_000984, NM_001024921, NM_001321702, NM_014252, NM_001320141, NM_002952, NM_002954, NM_000998, NM_001315530, NM_001098577, NM_015414, NM_001324315, NM_001308226, NM_001997, NM_000992, NM_007209, NM_031212, NM_033251, NM_024026, NM_001146227, NM_170739, NM_022551, NM_033625, NM_000967, NM_000968, NM_001009, NM_001003, NM_001007074, NM_001007, NM_001304288, NM_000979, NM_001011, NM_000976, NM_001010, NM_000975, NM_000972, NM_012423	789	160	7107	2.81487642586	8.21205103918e-09	8.21205103918e-09	1.55877755148e-08
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	51	5.89595375723	5.00122542932e-10	NM_019037, NM_005452, NM_001253384, NM_005049, NM_007104, NM_001323945, NM_018146, NM_001016, NM_000989, NM_001025071, NM_001012, NM_001015, NM_001321018, NM_053275, NM_015324, NM_001321485, NM_000980, NM_000984, NM_001024921, NM_001321702, NM_001320141, NM_002952, NM_019082, NM_002954, NM_000998, NM_001315530, NM_001098577, NM_015414, NM_001308226, NM_001997, NM_000992, NM_007209, NM_033251, NM_019070, NM_001146227, NM_022551, NM_033625, NM_000967, NM_000968, NM_001009, NM_001003, NM_001007074, NM_001007, NM_001304288, NM_000979, NM_000976, NM_001011, NM_001010, NM_000975, NM_000972, NM_012423	778	183	7039	2.52145054575	1.1637843782e-06	1.93964157069e-07	8.75071892725e-07
GOTERM_CC_DIRECT	GO:0005840~ribosome	43	4.9710982659	5.52903121236e-10	NM_033251, NM_001253384, NM_001146227, NM_170739, NM_007104, NM_022551, NM_000989, NM_001025071, NM_033625, NM_001012, NM_000967, NM_001015, NM_001321018, NM_000968, NM_053275, NM_001029991, NM_001321485, NM_181462, NM_000980, NM_003942, NM_000984, NM_001278205, NM_001024921, NM_001321702, NM_001003, NM_001007074, NM_002952, NM_001320141, NM_001007, NM_002954, NM_000998, NM_015414, NM_001098577, NM_000979, NM_001308226, NM_001011, NM_001010, NM_000992, NM_001997, NM_000975, NM_000972, NM_007209, NM_012423	811	140	7347	2.78246432975	2.48806394598e-07	1.24403205071e-07	7.84401987808e-07
